119.81713,40.043543,116.302808,39.880239,,,,,,
119.81713,40.043543,117.081202,39.123302,,,,,,
119.81713,40.043543,117.091353,37.268012,,,,,,
119.81713,40.043543,116.715476,43.501975,,,,,,
119.81713,40.043543,123.285542,41.756668,,,,,,
119.81713,40.043543,112.345555,39.463689,,,,,,
119.81713,40.043543,123.285542,41.756668,123.568533,43.426777,,,,
119.81713,40.043543,116.715476,43.501975,126.517156,45.847858,,,,
119.81713,40.043543,117.091353,37.268012,119.360581,32.216269,,,,
119.81713,40.043543,117.091353,37.268012,119.360581,32.216269,120.430044,30.904239,,
119.81713,40.043543,117.091353,37.268012,119.360581,32.216269,120.430044,30.904239,118.022156,27.699284
119.81713,40.043543,113.47158,34.846966,,,,,,
119.81713,40.043543,113.47158,34.846966,111.274473,30.647289,,,,
119.81713,40.043543,117.091353,37.268012,113.47158,34.846966,113.06464,28.230572,,
119.81713,40.043543,117.091353,37.268012,119.133025,32.583583,,,,
119.81713,40.043543,117.091353,37.268012,119.133025,32.583583,116.476853,27.792313,,
119.81713,40.043543,117.091353,37.268012,113.47158,34.846966,113.06464,28.230572,114.005257,23.050782
119.81713,40.043543,117.091353,37.268012,113.47158,34.846966,113.06464,28.230572,110.610948,25.853694
119.81713,40.043543,112.345555,39.463689,,,,,,
119.81713,40.043543,112.345555,39.463689,110.990559,33.276908,,,,
119.81713,40.043543,116.715476,43.501975,107.391427,37.798414,,,,
119.81713,40.043543,116.715476,43.501975,105.815851,35.564426,,,,
119.81713,40.043543,116.715476,43.501975,105.815851,35.564426,84.776143,45.361153,,
119.81713,40.043543,116.715476,43.501975,105.815851,35.564426,102.524975,35.831398,,
119.81713,40.043543,112.345555,39.463689,110.990559,33.276908,104.016214,30.581803,,
119.81713,40.043543,113.47158,34.846966,111.274473,30.647289,106.64734,29.043958,,
119.81713,40.043543,113.47158,34.846966,111.274473,30.647289,106.64734,29.043958,106.770325,26.628515
